,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
1515,TRMT5,chr14,61438169,1,0,0,1,0,0,1,0,0,,,
1516,TRMT61A,chr14,103995521,0,0,0,0,0,0,0,0,0,,,
1517,TTC9,chr14,71108504,1,0,0,0,0,0,0,0,0,,,
1518,UBR7,chr14,93673401,1,0,0,1,0,0,1,0,0,,,
1519,VASH1,chr14,77228532,0,0,0,0,0,0,0,0,0,,,
1520,VIPAS39,chr14,77893018,1,0,0,1,0,0,1,0,0,,,
1521,VRK1,chr14,97263641,1,0,0,1,0,0,1,0,0,,,
1522,VTI1B,chr14,68113792,1,0,0,1,0,0,1,0,0,,,
1523,WARS,chr14,100800125,0,0,0,0,0,0,0,0,0,,,
1524,WDHD1,chr14,55405668,1,0,0,1,0,0,1,0,0,,,
1525,WDR20,chr14,102605840,1,0,0,1,0,0,1,0,0,,,
1526,WDR89,chr14,64063757,1,0,0,1,0,0,1,0,0,,,
1527,YLPM1,chr14,75230069,1,0,0,1,0,0,1,0,0,,,
1528,YY1,chr14,100704635,0,0,0,0,0,0,0,0,0,,,
1529,ZBTB1,chr14,64970430,1,0,0,0,0,0,0,0,0,,,
1530,ZC3H14,chr14,89029253,1,0,0,0,0,0,0,0,0,,,
1531,ZFP36L1,chr14,69254377,1,0,0,0,0,0,0,0,0,,,
1532,ZFYVE1,chr14,73436159,1,0,0,1,0,0,1,0,0,,,
1533,ZFYVE21,chr14,104182067,1,0,0,1,0,0,1,0,0,,,
1534,ZNF219,chr14,21558205,1,0,0,1,0,0,1,0,0,,,
1535,AAGAB,chr15,67493371,1,0,0,1,0,0,1,0,0,,,
1536,ABHD17C,chr15,80972025,1,0,0,1,0,0,1,0,0,,,
1537,ADAM10,chr15,58887403,1,0,0,1,0,0,1,0,0,,,
1538,ADAMTSL3,chr15,84322838,0,0,0,0,0,0,0,0,0,,,
1539,AKAP13,chr15,85923802,1,0,0,1,0,0,1,0,0,,,
1540,ALDH1A2,chr15,58245622,0,0,1,0,0,1,0,0,0,,,
1541,ANP32A,chr15,69070874,1,0,0,1,0,0,1,0,0,,,
1542,ANXA2,chr15,60639333,1,0,0,1,0,0,1,0,0,,,
1543,AP4E1,chr15,51200869,1,0,0,1,0,0,0,0,0,,,
1544,ARPP19,chr15,52839242,1,0,0,1,0,0,1,0,0,,,
1545,AVEN,chr15,34158428,1,0,0,0,0,0,0,0,0,,,
1546,BLM,chr15,91260558,0,0,0,0,0,0,0,0,0,,,
1547,BLOC1S6,chr15,45879321,1,0,0,1,0,0,1,0,0,,,
1548,BNIP2,chr15,59951345,1,0,0,0,0,0,0,0,0,,,
1549,BUB1B,chr15,40453224,0,0,0,0,0,0,0,0,0,,,
1550,C15orf39,chr15,75487984,1,0,0,1,0,0,1,0,0,,,
1551,CASC4,chr15,44580927,0,0,0,0,0,0,0,0,0,,,
1552,CCPG1,chr15,55632230,1,0,0,1,0,0,1,0,0,,,
1553,CD276,chr15,73976307,1,0,0,1,0,0,1,0,0,,,
1554,CDAN1,chr15,43015757,1,0,0,1,0,0,1,0,0,,,
1555,CEP152,chr15,49005125,1,0,0,1,0,0,1,0,0,,,
1556,CGNL1,chr15,57668165,0,0,1,0,0,1,0,0,0,,,
1557,CHP1,chr15,41523037,0,0,0,0,0,0,0,0,0,,,
1558,CLK3,chr15,74890841,1,0,0,1,0,0,1,0,0,,,
1559,CLN6,chr15,68499330,1,0,0,0,0,0,0,0,0,,,
1560,CLPX,chr15,65440557,1,0,0,0,0,0,0,0,0,,,
1561,COMMD4,chr15,75628232,1,0,0,0,0,0,0,0,0,,,
1562,CORO2B,chr15,68871308,0,0,0,0,0,0,0,0,0,,,
1563,CRTC3,chr15,91073157,1,0,0,1,0,0,1,0,0,,,
1564,CTDSPL2,chr15,44719432,1,0,0,1,0,0,1,0,0,,,
1565,CYFIP1,chr15,22892005,1,0,0,1,0,0,1,0,0,,,
1566,DAPK2,chr15,64199235,0,0,0,0,0,0,0,0,0,,,
1567,DENND4A,chr15,65950384,1,0,0,1,0,0,1,0,0,,,
1568,DMXL2,chr15,51739908,1,0,0,1,0,0,1,0,0,,,
1569,DNAJA4,chr15,78556428,1,0,1,0,0,1,0,0,1,,,
1570,DNAJC17,chr15,41060067,1,0,0,1,0,0,1,0,0,,,
1571,DUOX1,chr15,45422131,0,0,0,0,0,0,0,0,0,,,
1572,DUT,chr15,48623208,1,0,0,1,0,0,1,0,0,,,
1573,EDC3,chr15,74922899,1,0,0,1,0,0,1,0,0,,,
1574,EHD4,chr15,42190950,1,0,0,1,0,0,1,0,0,,,
1575,EIF2AK4,chr15,40226347,1,0,0,1,0,0,1,0,0,,,
1576,EIF3J,chr15,44829255,1,0,0,1,0,0,1,0,0,,,
1577,EPB42,chr15,43398423,1,0,0,0,0,0,0,0,0,,,
1578,ETFA,chr15,76507696,1,0,0,0,0,0,0,0,0,,,
1579,FAM219B,chr15,75192328,1,0,0,1,0,0,1,0,0,,,
1580,FAM98B,chr15,38746328,1,0,0,1,0,0,1,0,0,,,
1581,FANCI,chr15,89787180,0,0,0,0,0,0,0,0,0,,,
1582,FBN1,chr15,48700503,0,0,0,0,0,0,0,0,0,,,
1583,FES,chr15,91426925,0,0,0,0,0,0,0,0,0,,,
1584,FMN1,chr15,33057747,1,0,1,1,0,1,1,0,1,,,
1585,FURIN,chr15,91411822,1,0,0,1,0,0,1,0,0,,,
1586,GLCE,chr15,69452923,1,0,0,1,0,0,1,0,0,,,
1587,GREM1,chr15,33010175,0,0,0,0,0,0,0,0,0,,,
1588,HMG20A,chr15,77712754,1,0,0,0,0,0,0,0,0,,,
1589,HYPK,chr15,44088340,0,0,0,0,0,0,0,0,0,,,
1590,IDH2,chr15,90626277,1,0,0,0,0,0,0,0,0,,,
1591,IGF1R,chr15,99192200,1,0,0,1,0,0,1,0,0,,,
1592,INO80,chr15,41271078,0,0,0,0,0,0,0,0,0,,,
1593,IQGAP1,chr15,90931450,1,0,0,1,0,0,1,0,0,,,
1594,IREB2,chr15,78729773,1,0,0,1,0,0,1,0,0,,,
1595,ITPKA,chr15,41785591,0,0,0,0,0,0,0,0,0,,,
1596,KIF23,chr15,69706585,1,0,0,0,0,0,0,0,0,,,
1597,KIF7,chr15,90152020,1,1,0,1,1,0,1,0,0,,,
1598,KLF13,chr15,31619058,1,0,0,1,0,0,1,0,0,,,
1599,KNSTRN,chr15,40674922,0,0,0,0,0,0,0,0,0,,,
1600,LEO1,chr15,52230222,1,0,0,0,0,0,0,0,0,,,
1601,LRRK1,chr15,101459420,1,0,0,0,0,0,0,0,0,,,
1602,LYSMD2,chr15,52015208,1,0,0,1,0,0,1,0,0,,,
1603,MAN2C1,chr15,75648133,1,0,0,1,0,0,1,0,0,,,
1604,MAP1A,chr15,43803156,0,0,0,0,0,0,0,0,0,,,
1605,MAP2K1,chr15,66679155,1,0,0,1,0,0,1,0,0,,,
1606,MAP2K5,chr15,67835047,1,0,0,1,0,0,1,0,0,,,
1607,MAPKBP1,chr15,42066632,1,0,0,1,0,0,1,0,0,,,
1608,MCTP2,chr15,94774767,1,0,0,1,0,0,1,0,0,,,
1609,MFAP1,chr15,44096690,1,0,0,1,0,0,1,0,0,,,
1610,MFGE8,chr15,89441916,0,0,0,0,0,0,0,0,0,,,
1611,MGA,chr15,41913422,1,0,1,1,0,1,1,0,1,,,
1612,MTMR10,chr15,31231144,1,0,0,1,0,0,1,0,0,,,
1613,MYEF2,chr15,48431625,1,0,1,1,0,1,1,0,1,,,
1614,MYO1E,chr15,59427113,1,0,0,1,0,0,1,0,0,,,
1615,MYO5A,chr15,52599480,1,0,0,1,0,0,1,0,0,,,
1616,MYO5C,chr15,52484519,1,0,0,1,0,0,1,0,0,,,
1617,MYO9A,chr15,72114632,1,0,0,1,0,0,1,0,0,,,
1618,NDUFAF1,chr15,41679551,0,0,0,0,0,0,0,0,0,,,
1619,NEDD4,chr15,56119120,0,0,0,0,0,0,0,0,0,,,
1620,NEO1,chr15,73344051,1,0,0,1,0,0,1,0,0,,,
1621,NGRN,chr15,90808891,1,0,0,0,0,0,0,0,0,,,
1622,NUSAP1,chr15,41624892,1,0,0,0,0,0,0,0,0,,,
1623,PDE8A,chr15,85523671,1,0,0,1,0,0,1,0,0,,,
1624,PDIA3,chr15,44038590,1,0,0,1,0,0,1,0,0,,,
1625,PEAK1,chr15,77400471,1,0,0,1,0,0,1,0,0,,,
1626,PIAS1,chr15,68346517,1,0,0,1,0,0,1,0,0,,,
1627,PIGB,chr15,55611158,1,0,0,0,0,0,0,0,0,,,
1628,PKM,chr15,72491370,1,0,0,1,0,0,1,0,0,,,
1629,PLCB2,chr15,40570377,0,0,0,0,0,0,0,0,0,,,
1630,PLEKHO2,chr15,65134088,0,0,0,0,0,0,0,0,0,,,
1631,POLG,chr15,89859534,0,0,0,0,0,0,0,0,0,,,
1632,PPIB,chr15,64448011,1,0,0,1,0,0,1,0,0,,,
1633,PRC1,chr15,91509270,1,0,0,1,0,0,1,0,0,,,
1634,PTPN9,chr15,75759462,0,0,0,0,0,0,0,0,0,,,
1635,RAB27A,chr15,55495164,1,0,0,1,0,0,1,0,0,,,
1636,RAB8B,chr15,63481668,1,0,0,0,0,0,0,0,0,,,
1637,RASGRF1,chr15,79252289,0,0,0,0,0,0,0,0,0,,,
1638,RASGRP1,chr15,38780304,0,0,0,0,0,0,0,0,0,,,
1639,RASL12,chr15,65345679,1,0,0,0,0,0,0,0,0,,,
1640,RCN2,chr15,77223960,1,0,0,1,0,0,1,0,0,,,
1641,RFX7,chr15,56379478,1,0,0,1,0,0,1,0,0,,,
1642,RMDN3,chr15,41028082,1,0,0,1,0,0,1,0,0,,,
1643,RPAP1,chr15,41809374,1,0,0,1,0,0,1,0,0,,,
1644,RPLP1,chr15,69745123,0,0,0,0,0,0,0,0,0,,,
1645,RPP25,chr15,75246757,1,0,0,1,0,0,1,0,0,,,
1646,RPUSD2,chr15,40861499,1,0,0,1,0,0,1,0,0,,,
1647,RTF1,chr15,41700606,1,0,0,1,0,0,1,0,0,,,
1648,SCAMP2,chr15,75136071,1,0,0,1,0,0,1,0,0,,,
1649,SCAPER,chr15,76640526,1,0,0,1,0,0,1,0,0,,,
1650,SECISBP2L,chr15,49280673,1,0,0,1,0,0,1,0,0,,,
1651,SEMA4B,chr15,90703836,1,0,0,1,0,0,1,0,0,,,
1652,SERF2,chr15,44069285,1,0,0,1,0,0,1,0,0,,,
1653,SH3GL3,chr15,84115980,0,0,0,0,0,0,0,0,0,,,
1654,SHF,chr15,45459412,1,0,0,0,0,0,0,0,0,,,
1655,SLC12A6,chr15,34525460,1,0,0,1,0,0,1,0,0,,,
1656,SLC27A2,chr15,50474393,0,0,0,0,0,0,0,0,0,,,
1657,SLTM,chr15,59171244,1,0,0,1,0,0,1,0,0,,,
1658,SMAD3,chr15,67356101,1,0,0,1,0,0,1,0,0,,,
1659,SNAP23,chr15,42783431,1,0,0,1,0,0,1,0,0,,,
1660,SNRPA1,chr15,101821715,0,0,0,0,0,0,0,0,0,,,
1661,SNUPN,chr15,75890424,0,0,0,0,0,0,0,0,0,,,
1662,SNX1,chr15,64386322,1,0,0,1,0,0,1,0,0,,,
1663,SNX33,chr15,75940247,0,0,1,0,0,1,0,0,1,,,
1664,SPG11,chr15,44854894,1,0,0,0,0,0,0,0,0,,,
1665,SPG21,chr15,65255362,1,0,0,1,0,0,1,0,0,,,
1666,SPINT1,chr15,41136216,1,0,0,0,0,0,0,0,0,,,
1667,SPRED1,chr15,38544527,1,0,0,1,0,0,1,0,0,,,
1668,SRP14,chr15,40327940,1,0,0,1,0,0,1,0,0,,,
1669,STOML1,chr15,74275547,1,0,0,1,0,0,1,0,0,,,
1670,TARSL2,chr15,102193801,1,0,0,1,0,0,1,0,0,,,
1671,TBC1D2B,chr15,78276378,1,0,0,1,0,0,1,0,0,,,
1672,TCF12,chr15,57210821,1,0,0,1,0,0,1,0,0,,,
1673,THSD4,chr15,71389291,0,0,0,0,0,0,0,0,0,,,
1674,TICRR,chr15,90118713,1,0,0,1,0,0,1,0,0,,,
1675,TJP1,chr15,29991571,1,0,0,1,0,0,1,0,0,,,
1676,TLE3,chr15,70340129,0,0,0,0,0,0,0,0,0,,,
1677,TMEM87A,chr15,42502730,1,0,0,1,0,0,1,0,0,,,
1678,TMOD3,chr15,52121825,1,0,0,1,0,0,1,0,0,,,
1679,TP53BP1,chr15,43699407,1,0,0,1,0,0,1,0,0,,,
1680,TPM1,chr15,63334831,1,0,0,0,0,0,0,0,0,,,
1681,TRIP4,chr15,64679947,0,0,0,0,0,0,0,0,0,,,
1682,TRPM7,chr15,50844670,1,0,0,1,0,0,1,0,0,,,
1683,UACA,chr15,70946893,1,0,0,1,0,0,0,0,0,,,
1684,UBE2Q2,chr15,76135622,1,0,1,0,0,0,0,0,0,,,
1685,UBL7,chr15,74738318,0,0,0,0,0,0,0,0,0,,,
1686,ULK3,chr15,75128457,1,0,0,1,0,0,1,0,0,,,
1687,UNC45A,chr15,91473410,1,0,0,1,0,0,1,0,0,,,
1688,USP3,chr15,63796793,0,0,0,0,0,0,0,0,0,,,
1689,USP8,chr15,50716577,1,0,0,1,0,0,1,0,0,,,
1690,VPS13C,chr15,62144588,1,0,0,1,0,0,1,0,0,,,
1691,VPS18,chr15,41186628,0,0,0,0,0,0,0,0,0,,,
1692,WHAMM,chr15,83478380,1,0,0,1,0,0,1,0,0,,,
1693,ZFYVE19,chr15,41099284,1,0,0,1,0,0,1,0,0,,,
1694,ZNF106,chr15,42705021,1,0,0,1,0,0,1,0,0,,,
1695,ZNF280D,chr15,56922379,1,0,0,1,0,0,1,0,0,,,
1696,ZNF592,chr15,85291866,1,0,0,1,0,0,1,0,0,,,
1697,ZNF609,chr15,64752941,1,0,0,1,0,0,1,0,0,,,
1698,AARS,chr16,70286198,1,0,0,1,0,0,1,0,0,,,
1699,ABCA3,chr16,2325882,0,0,0,0,0,0,0,0,0,,,
1700,ABCC1,chr16,16043434,1,0,0,1,0,0,1,0,0,,,
1701,ACD,chr16,67691415,1,0,0,0,0,0,0,0,0,,,
1702,ADAT1,chr16,75630879,1,0,0,1,0,0,1,0,0,,,
1703,ADCY9,chr16,4003388,1,0,0,1,0,0,1,0,0,,,
1704,AKTIP,chr16,53524952,1,0,0,1,0,0,0,0,0,,,
1705,ALDOA,chr16,30064411,1,0,0,1,0,0,1,0,0,,,
1706,AMFR,chr16,56395364,1,0,0,0,0,0,0,0,0,,,
1707,ANKRD11,chr16,89334038,1,0,0,1,0,0,1,0,0,,,
1708,ANKS3,chr16,4746513,1,0,0,0,0,0,0,0,0,,,
1709,AP1G1,chr16,71762913,1,0,0,1,0,0,1,0,0,,,
1710,APRT,chr16,88875747,1,0,0,1,0,0,1,0,0,,,
1711,ARHGAP17,chr16,24930706,1,0,0,1,0,0,1,0,0,,,
1712,ARL2BP,chr16,57279010,1,0,0,1,0,0,1,0,0,,,
1713,ATXN1L,chr16,71879894,1,0,0,1,0,0,1,0,0,,,
1714,ATXN2L,chr16,28834356,0,0,0,0,0,0,0,0,0,,,
1715,AXIN1,chr16,337440,1,0,0,0,0,0,0,0,0,,,
1716,BANP,chr16,87982850,1,0,0,1,0,0,1,0,0,,,
1717,BBS2,chr16,56500748,0,0,0,0,0,0,0,0,0,,,
1718,BCAR1,chr16,75262928,1,0,0,1,0,0,1,0,0,,,
1719,BCKDK,chr16,31117428,1,0,0,1,0,0,1,0,0,,,
1720,BCL7C,chr16,30844947,1,0,0,1,0,0,1,0,0,,,
1721,C16orf70,chr16,67143861,1,0,0,1,0,0,1,0,0,,,
1722,C16orf86,chr16,67700719,1,0,0,1,0,0,1,0,0,,,
1723,CALB2,chr16,71392616,0,0,0,0,0,0,0,0,0,,,
1724,CAPN15,chr16,577717,1,0,0,0,0,0,0,0,0,,,
1725,CARHSP1,chr16,8946799,1,0,0,1,0,0,1,0,0,,,
1726,CBFA2T3,chr16,88941266,0,0,0,0,0,0,0,0,0,,,
1727,CBFB,chr16,67063019,1,0,0,1,0,0,1,0,0,,,
1728,CCDC102A,chr16,57546090,1,0,0,1,0,0,1,0,0,,,
1729,CCP110,chr16,19535133,1,0,0,1,0,0,1,0,0,,,
1730,CD2BP2,chr16,30362087,1,0,0,1,0,0,1,0,0,,,
1731,CDH1,chr16,68771128,0,0,0,0,0,0,0,0,0,,,
1732,CDH11,chr16,64977656,1,1,0,1,1,0,1,0,0,,,
1733,CDR2,chr16,22357257,1,1,0,1,1,0,1,0,0,,,
1734,CFDP1,chr16,75327596,1,0,0,1,0,0,1,0,0,,,
1735,CHD9,chr16,53088945,1,0,0,1,0,0,1,0,0,,,
1736,CHMP1A,chr16,89710839,0,0,0,0,0,0,0,0,0,,,
1737,CHTF18,chr16,838046,0,0,0,0,0,0,0,0,0,,,
1738,CHTF8,chr16,69151913,1,0,0,0,0,0,0,0,0,,,
1739,CIAPIN1,chr16,57462081,1,0,0,1,0,0,1,0,0,,,
1740,CLCN7,chr16,1494935,1,0,0,1,0,0,1,0,0,,,
1741,CLEC16A,chr16,11038345,1,0,0,1,0,0,1,0,0,,,
1742,CLN3,chr16,28477974,1,0,0,1,0,0,1,0,0,,,
1743,CLUAP1,chr16,3550924,0,0,0,0,0,0,0,0,0,,,
1744,CMTM4,chr16,66648653,1,0,0,1,0,0,1,0,0,,,
1745,CMTR2,chr16,71315292,1,0,0,1,0,0,1,0,0,,,
1746,COG4,chr16,70514471,0,0,0,0,0,0,0,0,0,,,
1747,COG7,chr16,23399814,0,0,0,0,0,0,0,0,0,,,
1748,CORO1A,chr16,30194148,0,0,0,0,0,0,0,0,0,,,
1749,CORO7,chr16,4404543,1,0,0,0,0,0,0,0,0,,,
1750,COTL1,chr16,84599200,1,0,0,1,0,0,1,0,0,,,
1751,COX4I1,chr16,85832239,1,0,0,1,0,0,1,0,0,,,
1752,CPPED1,chr16,12756919,0,0,1,0,0,1,0,0,0,,,
1753,CREBBP,chr16,3775055,1,0,0,1,0,0,1,0,0,,,
1754,CTCF,chr16,67596310,1,0,0,1,0,0,1,0,0,,,
1755,CTF1,chr16,30907928,0,0,0,0,0,0,0,0,0,,,
1756,CTU2,chr16,88772871,1,0,0,1,0,0,1,0,0,,,
1757,CYBA,chr16,88709691,0,0,1,0,0,0,0,0,0,,,
1758,CYLD,chr16,50775961,1,0,0,1,0,0,1,0,0,,,
1759,DBNDD1,chr16,90071273,1,0,0,0,0,0,0,0,0,,,
1760,DCTPP1,chr16,30434940,1,0,0,1,0,0,1,0,0,,,
1761,DCUN1D3,chr16,20866247,0,0,0,0,0,0,0,0,0,,,
1762,DDX19B,chr16,70323566,1,0,0,1,0,0,1,0,0,,,
1763,DEF8,chr16,90014333,1,0,0,0,0,0,0,0,0,,,
1764,DNAJA2,chr16,46989299,1,0,0,1,0,0,1,0,0,,,
1765,DUS2,chr16,68021649,1,0,0,1,0,0,1,0,0,,,
1766,DYNC1LI2,chr16,66754796,1,0,0,1,0,0,1,0,0,,,
1767,E4F1,chr16,2273567,0,0,0,0,0,0,0,0,0,,,
1768,EEF2K,chr16,22217603,1,0,0,1,0,0,1,0,0,,,
1769,ERCC4,chr16,14014014,1,0,0,1,0,0,1,0,0,,,
1770,ESRP2,chr16,68263014,1,0,1,0,0,1,0,0,1,,,
1771,FBRS,chr16,30669752,1,0,0,1,0,0,1,0,0,,,
1772,FHOD1,chr16,67263290,1,0,0,1,0,0,1,0,0,,,
1773,FLYWCH2,chr16,2933187,1,0,0,1,0,0,1,0,0,,,
1774,FTO,chr16,53737875,1,0,0,1,0,0,1,0,0,,,
1775,FUS,chr16,31191431,1,0,0,1,0,0,1,0,0,,,
1776,GABARAPL2,chr16,75600249,1,0,0,1,0,0,1,0,0,,,
1777,GAS8,chr16,90086037,1,0,0,0,0,0,0,0,0,,,
1778,GGA2,chr16,23474863,1,0,0,1,0,0,1,0,0,,,
1779,GINS2,chr16,85709804,0,0,0,0,0,0,0,0,0,,,
1780,GLYR1,chr16,4853204,1,0,0,1,0,0,1,0,0,,,
1781,GNPTG,chr16,1401924,1,0,0,1,0,0,1,0,0,,,
1782,GSE1,chr16,85645015,1,0,1,1,0,1,1,0,1,,,
1783,GSPT1,chr16,11961985,1,0,0,1,0,0,1,0,0,,,
1784,GTF3C1,chr16,27470876,1,0,0,1,0,0,1,0,0,,,
1785,HBA2,chr16,222846,0,0,1,0,0,1,0,0,1,,,
1786,HEATR3,chr16,50099852,1,0,0,1,0,0,1,0,0,,,
1787,HIRIP3,chr16,30003645,1,0,0,1,0,0,1,0,0,,,
1788,HYDIN,chr16,70841281,0,0,1,0,0,0,0,0,0,,,
1789,IFT140,chr16,1560428,1,0,0,1,0,0,1,0,0,,,
1790,INO80E,chr16,30006615,0,0,0,0,0,0,0,0,0,,,
1791,IRX5,chr16,54964774,1,0,0,1,0,0,1,0,0,,,
1792,IST1,chr16,71879899,1,0,0,1,0,0,1,0,0,,,
1793,ITGAL,chr16,30483979,0,0,0,0,0,0,0,0,0,,,
1794,JPH3,chr16,87635441,0,0,0,0,0,0,0,0,0,,,
1795,KARS,chr16,75661622,1,0,0,1,0,0,1,0,0,,,
1796,KAT8,chr16,31127075,0,0,0,0,0,0,0,0,0,,,
1797,KATNB1,chr16,57769642,1,0,0,1,0,0,0,0,0,,,
1798,KCTD5,chr16,2732476,1,0,0,0,0,0,0,0,0,,,
1799,KIAA0513,chr16,85061375,1,0,0,1,0,0,1,0,0,,,
1800,KIAA0556,chr16,27561454,1,0,0,1,0,0,1,0,0,,,
1801,KIF22,chr16,29802040,1,0,0,0,0,0,0,0,0,,,
1802,KIFC3,chr16,57792129,0,0,0,0,0,0,0,0,0,,,
1803,KLHDC4,chr16,87730091,1,0,0,1,0,0,1,0,0,,,
1804,KLHL36,chr16,84682131,1,0,0,1,0,0,1,0,0,,,
1805,KNOP1,chr16,19714902,0,0,0,0,0,0,0,0,0,,,
1806,LCMT1,chr16,25123050,1,0,0,1,0,0,1,0,0,,,
1807,LPCAT2,chr16,55542910,0,0,0,0,0,0,0,0,0,,,
1808,LUC7L,chr16,238968,1,0,0,1,0,0,1,0,0,,,
1809,MAPK3,chr16,30125426,0,0,0,0,0,0,0,0,0,,,
1810,MARVELD3,chr16,71660064,1,0,0,0,0,0,0,0,0,,,
1811,MGRN1,chr16,4666494,1,0,0,1,0,0,1,0,0,,,
1812,MLKL,chr16,74705753,0,0,0,0,0,0,0,0,0,,,
1813,MON1B,chr16,77224732,1,0,0,1,0,0,1,0,0,,,
1814,MPG,chr16,127006,1,0,0,1,0,0,1,0,0,,,
1815,MPHOSPH6,chr16,82181403,1,0,0,0,0,0,0,0,0,,,
1816,MSLN,chr16,810762,0,0,0,0,0,0,0,0,0,,,
1817,MT1X,chr16,56716336,0,0,0,0,0,0,0,0,0,,,
1818,MT2A,chr16,56642111,0,0,0,0,0,0,0,0,0,,,
1819,MVD,chr16,88718343,1,0,0,1,0,0,1,0,0,,,
1820,MYH11,chr16,15797029,1,0,0,0,0,0,0,0,0,,,
1821,N4BP1,chr16,48572637,1,0,0,1,0,0,1,0,0,,,
1822,NDE1,chr16,15737124,1,0,0,1,0,0,1,0,0,,,
1823,NDRG4,chr16,58496750,0,0,0,0,0,0,0,0,0,,,
1824,NFAT5,chr16,69598997,1,0,0,1,0,0,1,0,0,,,
1825,NFATC2IP,chr16,28962128,1,0,0,1,0,0,1,0,0,,,
1826,NFATC3,chr16,68118654,1,0,0,1,0,0,1,0,0,,,
1827,NME3,chr16,1820287,0,0,0,0,0,0,0,0,0,,,
1828,NME4,chr16,446725,1,0,0,1,0,0,0,0,0,,,
1829,NOB1,chr16,69775770,0,0,0,0,0,0,0,0,0,,,
1830,NOL3,chr16,67204057,1,0,0,1,0,0,1,0,0,,,
1831,NQO1,chr16,69740899,0,0,0,0,0,0,0,0,0,,,
1832,NTAN1,chr16,15131710,0,0,0,0,0,0,0,0,0,,,
1833,NTHL1,chr16,2089816,1,0,0,1,0,0,1,0,0,,,
1834,NUBP1,chr16,10837643,1,0,0,1,0,0,1,0,0,,,
1835,NUP93,chr16,56764017,0,0,0,0,0,0,0,0,0,,,
1836,PAGR1,chr16,29827285,1,0,0,0,0,0,0,0,0,,,
1837,PARN,chr16,14529558,1,0,0,1,0,0,1,0,0,,,
1838,PDXDC1,chr16,15068448,1,0,0,1,0,0,1,0,0,,,
1839,PHKB,chr16,47495034,1,0,0,0,0,0,0,0,0,,,
1840,PHKG2,chr16,30759591,0,0,0,0,0,0,0,0,0,,,
1841,PIEZO1,chr16,88781751,1,0,1,1,0,1,1,0,1,,,
1842,PLCG2,chr16,81772702,0,0,0,0,0,0,0,0,0,,,
1843,PLEKHG4,chr16,67311413,0,0,0,0,0,0,0,0,0,,,
1844,POLR3E,chr16,22308730,1,0,0,1,0,0,1,0,0,,,
1845,PPL,chr16,4932508,1,0,0,1,0,0,1,0,0,,,
1846,PPP4C,chr16,30087299,0,0,0,0,0,0,0,0,0,,,
1847,PRKCB,chr16,23847322,0,0,0,0,0,0,0,0,0,,,
1848,PRR14,chr16,30662038,1,0,0,1,0,0,1,0,0,,,
1849,PSMB10,chr16,67968405,0,0,0,0,0,0,0,0,0,,,
1850,PYCARD,chr16,31212806,0,0,1,0,0,0,0,0,0,,,
1851,RAB11FIP3,chr16,475619,1,0,0,0,0,0,0,0,0,,,
1852,RAB40C,chr16,639357,1,0,0,1,0,0,1,0,0,,,
1853,RABEP2,chr16,28915742,1,0,0,1,0,0,1,0,0,,,
1854,RANBP10,chr16,67757005,1,0,0,1,0,0,1,0,0,,,
1855,RBBP6,chr16,24549014,0,0,0,0,0,0,0,0,0,,,
1856,RBL2,chr16,53467889,1,0,0,1,0,0,1,0,0,,,
1857,RHBDF1,chr16,108058,1,0,0,1,0,0,1,0,0,,,
1858,RNPS1,chr16,2303117,0,0,0,0,0,0,0,0,0,,,
1859,RPL13,chr16,89627065,1,0,0,1,0,0,1,0,0,,,
1860,RPS2,chr16,2012053,0,0,0,0,0,0,0,0,0,,,
1861,RRAD,chr16,66955582,0,0,0,0,0,0,0,0,0,,,
1862,RRN3,chr16,15153879,1,0,0,0,0,0,0,0,0,,,
1863,SEPHS2,chr16,30454952,1,0,0,1,0,0,1,0,0,,,
1864,SEPT1,chr16,30389454,0,0,0,0,0,0,0,0,0,,,
1865,SH2B1,chr16,28857921,1,0,0,1,0,0,1,0,0,,,
1866,SHCBP1,chr16,46614466,0,0,0,0,0,0,0,0,0,,,
1867,SLC7A6,chr16,68298433,1,0,0,0,0,0,0,0,0,,,
1868,SLC7A6OS,chr16,68318406,1,0,0,1,0,0,1,0,0,,,
1869,SLX4,chr16,3631182,1,0,0,1,0,0,1,0,0,,,
1870,SMPD3,chr16,68392231,1,0,0,1,0,0,1,0,0,,,
1871,SNTB2,chr16,69221032,1,0,0,1,0,0,1,0,0,,,
1872,SNX29,chr16,12070594,1,0,0,1,0,0,1,0,0,,,
1873,SPG7,chr16,89557325,0,0,0,0,0,0,0,0,0,,,
1874,SPN,chr16,29674300,0,0,0,0,0,0,0,0,0,,,
1875,SPNS1,chr16,28985542,1,0,0,1,0,0,1,0,0,,,
1876,SRRM2,chr16,2802330,0,0,0,0,0,0,0,0,0,,,
1877,STUB1,chr16,730224,1,0,0,1,0,0,1,0,0,,,
1878,STX4,chr16,31044210,1,0,0,1,0,0,1,0,0,,,
1879,SULT1A1,chr16,28616903,0,0,0,0,0,0,0,0,0,,,
1880,SYT17,chr16,19179293,1,0,0,0,0,0,0,0,0,,,
1881,TANGO6,chr16,68877507,1,0,0,0,0,0,0,0,0,,,
